1;ByD
2;Chana
3;Chery
4;Chevrolet
5;Daewoo
6;Daihatsu
7;DFM
8;DFSK
9;Fiat
10;Ford
11;Freigtliner
12;Geely
13;Great
14;Hafei
15;Hino
16;Honda
17;Hyundai
18;Internacional
19;Kia
20;Mahindra
21;Mazda
22;Mercedez
23;Mitsubishi
24;Nissan
25;Peugeot
26;Renault
27;Skoda
28;Ssangyong
29;Suzuki
30;Toyota
31;Volkswagen
